id,x1,x2,x3,x4,x5,y
21607,8,3,1,1,8,625.7536553010355
21608,2,1,6,8,0,67.65778608363415
21609,0,8,8,8,5,288.58347559141856
21610,0,7,3,2,8,292.04290117783063
21611,4,9,1,0,7,400.03928965494896
21612,0,7,6,4,3,171.07363397935237
21613,9,8,2,3,5,974.1700576720441
21614,3,8,6,2,4,247.54074600473496
21615,9,5,8,0,9,958.2294807116118
21616,7,1,7,1,1,374.20182844554535
21617,3,7,2,7,2,173.5292826521531
21618,2,5,7,2,8,224.52428133203986
21619,3,3,2,9,3,123.4642994373398
21620,1,8,1,8,8,364.75501167822296
21621,5,8,1,1,3,293.61959620810603
21622,1,7,0,0,3,134.4290944027447
21623,6,0,4,4,1,248.71699715789936
21624,4,0,2,6,1,100.59815638887416
21625,0,8,0,4,8,340.2661737829412
21626,9,7,8,2,5,952.9193399952845
21627,5,5,6,1,0,173.4700798199886
21628,8,3,5,5,8,657.9519152070081
21629,1,5,4,8,2,118.1942668918805
21630,5,2,0,2,9,211.86695047689213
21631,2,4,2,1,7,147.56169508872185
21632,8,0,9,2,1,549.2519790070405
21633,5,1,1,3,3,156.61977453388596
21634,9,3,0,0,6,810.413224435634
21635,4,9,6,7,0,198.29373037465126
21636,6,3,0,4,7,329.09247781951683
21637,6,2,1,3,9,310.50636981525804
21638,9,6,2,8,1,835.3693140584272
21639,6,2,3,0,9,301.56966281675665
21640,0,9,6,2,6,325.4218500241757
21641,6,2,5,2,1,253.5116254946655
21642,6,0,0,5,6,241.98220048155832
21643,8,9,6,9,0,656.7167453100941
21644,8,3,8,8,9,693.7237895854951
21645,3,2,7,7,2,103.13004865093228
21646,3,0,2,0,3,33.37177542007223
21647,7,7,6,9,3,539.7412620519431
21648,8,5,1,4,8,720.3518156636109
21649,6,1,7,9,2,291.7735557983627
21650,8,9,3,1,4,751.1262011803875
21651,9,4,2,0,8,879.2699433271378
21652,6,5,1,2,8,414.9249554530966
21653,4,5,9,9,8,321.60235844308124
21654,2,2,3,2,1,39.33869185707138
21655,9,0,7,5,6,775.4756024526162
21656,2,3,4,5,3,90.25619149290253
21657,7,7,6,8,4,562.6293021829105
21658,6,7,1,2,0,278.49661119775215
21659,4,8,7,1,5,314.19344033096684
21660,8,8,7,1,6,794.8138750334782
21661,1,9,5,5,7,374.6014763817558
21662,8,8,2,6,5,772.1467499137198
21663,9,6,4,0,4,873.9775293579353
21664,3,9,7,2,5,319.48766106308034
21665,1,4,5,4,0,52.76692286535244
21666,5,2,9,1,9,233.2221827977089
21667,1,3,5,0,2,49.73215743651113
21668,4,4,1,6,4,177.2650403575599
21669,5,5,8,3,2,229.40020540365273
21670,4,9,2,0,4,295.1943026974452
21671,2,8,3,2,5,251.26429615102867
21672,2,7,7,8,6,286.20683263771923
21673,1,9,7,1,5,288.9275970892691
21674,3,7,8,0,5,240.74206413561492
21675,3,9,1,3,5,306.0071806191731
21676,4,6,4,7,1,171.72168203139904
21677,3,4,5,7,4,157.10167953217714
21678,7,5,1,7,8,566.9100120108413
21679,6,1,5,8,1,276.87656055716604
21680,4,9,3,1,2,231.97150117411599
21681,2,0,1,2,4,21.015343263047114
21682,0,3,7,6,7,144.06158031695253
21683,6,9,7,1,9,647.3959537276496
21684,3,2,4,5,0,68.3166278492042
21685,0,6,6,6,7,252.39055340516344
21686,6,1,7,9,8,315.6137771193966
21687,6,2,0,7,9,327.7234157093469
21688,6,0,9,3,2,258.9473314596566
21689,4,0,5,4,8,99.82104491608062
21690,2,5,9,8,6,220.81482385433222
21691,5,9,0,9,3,359.90029224858364
21692,9,6,5,7,9,1031.8954414295986
21693,1,1,1,7,8,72.6243374169214
21694,3,0,0,7,6,62.62575477328495
21695,3,5,8,6,8,266.5319345478332
21696,7,3,2,4,8,474.1643860391507
21697,4,8,3,0,2,201.3016621890767
21698,6,9,1,0,4,444.72709648844506
21699,1,6,4,3,8,256.99249630941546
21700,2,4,5,2,4,113.83692192955948
21701,2,5,4,0,3,105.45263739975984
21702,6,1,2,1,9,264.8032166954889
21703,3,6,7,0,9,300.43034833143923
21704,1,0,2,2,9,17.804480223321416
21705,8,4,9,8,2,627.8646484547093
21706,3,7,0,3,8,315.9630145779132
21707,1,2,1,7,9,115.74674369667193
21708,2,5,6,3,0,66.9908098003813
21709,3,6,9,2,1,124.09593001231099
21710,6,9,9,7,9,683.0517335886885
21711,3,8,5,4,9,414.3438937397153
21712,4,6,4,6,9,358.9225525477177
21713,6,7,9,6,8,546.2674054818042
21714,4,8,3,6,9,455.7182657555858
21715,0,5,3,2,5,144.06856501039033
21716,3,3,6,0,9,162.04195542372364
21717,4,2,5,1,2,104.84065342883407
21718,2,3,7,9,3,119.6300175583864
21719,7,5,6,3,7,541.3672736901834
21720,9,1,2,6,4,782.0191150848486
21721,2,7,1,9,2,161.98841010866815
21722,8,0,4,3,2,539.2931420984804
21723,6,2,2,1,0,231.11984687985844
21724,9,5,1,8,6,917.5679921170538
21725,9,4,8,7,2,836.1913548306793
21726,3,5,0,4,1,92.3898328589531
21727,1,6,6,2,9,281.1408188960552
21728,4,6,3,2,4,215.84098903992924
21729,4,2,5,5,6,156.49753453258612
21730,2,1,7,7,1,69.24529444565262
21731,7,8,1,0,9,698.5528758740535
21732,5,0,4,1,2,142.59549165757576
21733,5,4,8,2,2,207.16925666707166
21734,0,6,9,9,5,228.76165176652
21735,4,7,7,9,6,347.2177982372891
21736,3,9,0,3,9,447.57175434888575
21737,9,7,0,9,3,907.8186859046318
21738,3,7,3,4,1,133.46089118304997
21739,0,4,0,4,2,68.32399982726517
21740,5,1,8,8,8,222.56723366368925
21741,7,9,5,5,3,572.9159364100716
21742,3,1,5,4,6,87.54165792945649
21743,9,6,2,5,9,1012.2513145157069
21744,2,9,2,4,5,295.39074672951307
21745,0,8,9,4,7,335.2100750506064
21746,8,0,5,5,6,552.910998048733
21747,0,2,1,0,1,15.541565325697997
21748,0,3,9,6,4,114.2141372574146
21749,5,6,4,6,7,371.02231027415803
21750,4,8,7,5,6,366.569878278173
21751,1,4,8,8,0,81.45363862659347
21752,5,0,4,8,0,177.33852729635754
21753,4,8,1,9,9,464.4902113676839
21754,4,4,0,7,6,211.23150112840347
21755,6,4,6,6,3,328.3084621274284
21756,5,9,6,1,3,337.27125210661313
21757,3,5,3,2,9,251.13328933078796
21758,3,7,2,3,2,153.28472878317464
21759,3,2,8,8,3,119.52937651100764
21760,7,3,0,9,5,457.8773285980859
21761,3,9,8,9,3,285.33417719795926
21762,5,2,7,4,5,210.6250327078851
21763,7,4,4,4,0,391.60672545611374
21764,3,3,9,1,2,92.15309943803578
21765,1,6,4,8,4,185.91890266482721
21766,1,3,1,2,6,95.22390875741132
21767,7,5,7,3,2,444.43245633514846
21768,1,1,6,1,3,37.98409395797148
21769,7,8,1,6,7,664.3126090911067
21770,0,6,6,1,0,59.384952824637374
21771,2,7,9,7,9,371.53632452817766
21772,8,5,6,7,8,750.1218766357731
21773,1,6,6,6,4,181.72212137862832
21774,3,9,1,0,1,147.94189017922812
21775,3,9,1,3,1,162.60174624590272
21776,4,7,5,0,1,156.98248827427045
21777,0,0,5,7,4,50.14720053583535
21778,3,2,2,6,9,139.84453360367476
21779,4,8,2,7,3,265.82909803905056
21780,3,2,7,6,8,146.92756372442898
21781,3,6,6,5,0,106.2733202236888
21782,4,3,6,0,3,127.77499668423822
21783,8,8,3,2,1,627.6629192679641
21784,8,0,2,1,4,523.4441087371247
21785,0,1,5,1,9,57.79171947990365
21786,9,9,4,9,1,903.7230124679971
21787,3,0,2,6,4,63.492042433726915
21788,9,2,5,3,4,795.2451306831173
21789,0,9,8,4,1,161.96014579567003
21790,0,2,2,8,1,58.70012705981156
21791,8,0,1,5,4,540.5942579455489
21792,3,7,7,6,4,239.54839320936856
21793,0,8,4,7,3,207.35135199292594
21794,5,4,5,8,9,340.4527453947946
21795,8,5,4,9,6,714.9280223206312
21796,4,8,0,3,5,303.89760640504693
21797,0,6,3,1,5,170.82502514379863
21798,9,6,0,9,2,858.9242882580578
21799,4,7,6,9,5,316.2928013205048
21800,9,0,4,6,4,771.5136212993644
21801,5,6,0,9,0,206.16851643453086
21802,8,9,4,1,1,646.8557016120583
21803,0,5,2,0,1,51.78863667230751
21804,6,4,3,7,9,420.3016256197956
21805,1,3,3,6,7,133.33446395864317
21806,7,7,8,7,0,451.19369970833725
21807,9,9,4,1,1,863.7540770030478
21808,6,7,4,1,8,506.43554237882944
21809,5,4,0,8,7,293.08240155294106
21810,7,5,9,8,3,495.0334143605308
21811,6,8,5,8,7,559.0399819675657
21812,6,0,8,8,2,280.91933749046507
21813,3,6,4,7,6,254.12998569374216
21814,5,3,1,5,0,162.19440778824713
21815,9,0,3,8,3,778.5317047711839
21816,1,1,4,8,7,82.8975968951074
21817,3,0,7,9,7,93.44782679146637
21818,3,0,6,1,8,50.477821530052616
21819,7,9,7,3,8,748.2005637254451
21820,2,3,0,3,9,140.1025685796386
21821,2,6,8,3,5,203.4251754179427
21822,0,1,2,0,3,19.579135156182968
21823,2,6,2,3,1,89.22140364384619
21824,4,8,7,8,0,189.5464383721269
21825,4,3,3,7,7,201.02578199158665
21826,6,0,9,6,8,273.140097080403
21827,1,1,3,3,7,54.307215097030934
21828,9,5,1,6,9,967.7133667077156
21829,9,0,0,5,3,754.1553767694818
21830,7,8,8,5,1,488.67975792684587
21831,1,6,6,1,3,132.750920842576
21832,8,2,9,5,0,568.6881031091305
21833,1,2,3,8,3,78.26078240040731
21834,1,5,0,9,5,171.08450271855324
21835,0,0,5,9,1,60.46000933563305
21836,2,4,4,5,4,125.75594303110752
21837,4,6,3,5,4,230.641868763694
21838,0,4,3,2,7,147.39754125047713
21839,1,6,4,6,9,295.8015599683386
21840,8,9,1,6,3,734.2671543738795
21841,4,1,0,9,8,142.6114078365407
21842,9,5,5,6,1,819.0202915358406
21843,8,5,7,0,6,678.5829298877612
21844,0,9,3,3,9,429.5947894492374
21845,3,8,6,2,9,407.93073364451317
21846,3,0,8,1,9,56.366784798081106
21847,7,0,6,8,4,401.5569395783732
21848,6,9,7,9,1,399.39399715034494
21849,4,9,1,7,3,291.83727156632455
21850,9,2,0,7,3,792.5255883585211
21851,2,7,8,8,2,177.2936430338891
21852,0,6,0,8,9,292.77523892225685
21853,6,4,8,9,6,397.3712794282818
21854,6,1,4,7,1,268.5617276916444
21855,4,7,2,8,9,411.70971511961363
21856,4,7,0,6,8,367.47909317130666
21857,5,4,8,0,2,197.72855668988498
21858,1,2,5,0,5,60.4834554178765
21859,7,9,9,6,7,733.7927607649417
21860,6,1,2,8,7,291.1037532194514
21861,4,3,3,6,0,112.96795256252115
21862,7,8,2,7,9,736.9743370071639
21863,4,9,2,4,7,423.94850376661987
21864,6,4,6,6,2,312.89156120164904
21865,4,6,8,8,7,332.8022216801595
21866,7,6,5,8,6,578.2762357538896
21867,6,3,5,8,0,280.84011344627214
21868,9,9,9,2,7,1099.3056847780547
21869,8,2,3,2,6,583.4765488891184
21870,5,7,9,5,0,226.3599790221303
21871,0,4,3,3,7,152.06425511811804
21872,0,1,6,9,8,96.04348891168064
21873,1,8,1,4,5,248.33271862854983
21874,6,6,7,8,5,433.7870095158156
21875,3,5,1,7,9,270.4068984718568
21876,6,9,3,7,4,485.66035339543254
21877,7,5,5,8,9,603.5168415868188
21878,1,7,3,4,7,275.67458872904024
21879,8,3,6,2,9,657.710634798017
21880,0,5,5,6,3,130.66093963604297
21881,0,9,3,7,6,341.6725335564066
21882,0,4,9,8,1,99.15480330443758
21883,6,0,3,3,9,240.43035804148835
21884,7,1,5,7,2,402.14780608292085
21885,8,3,3,6,7,644.1781118560848
21886,9,9,4,8,8,1150.453954302893
21887,8,5,3,5,1,591.7963301996559
21888,5,2,4,7,4,208.46340055870394
21889,0,1,4,6,3,55.41577562583577
21890,3,6,3,1,8,269.95643980384074
21891,2,7,2,6,4,205.26253144414673
21892,4,5,6,7,2,182.76336872837257
21893,0,6,6,9,1,123.7099019634915
21894,1,7,0,2,9,312.95946995066026
21895,9,5,3,3,2,818.4714691341328
21896,7,5,4,4,1,420.5576532686785
21897,9,2,7,4,5,814.512611893088
21898,8,4,6,0,4,610.5548152685332
21899,5,9,7,7,4,406.37521673026777
21900,7,1,9,8,6,435.9916979282043
21901,0,4,8,1,7,157.75659596422545
21902,3,2,4,8,2,99.91848582064014
21903,3,1,5,2,0,53.66546601655069
21904,3,1,7,4,9,105.78284391994143
21905,6,5,3,2,8,420.45499109306587
21906,7,4,3,8,8,536.4411673825225
21907,0,7,0,6,2,135.70770817200628
21908,5,7,6,5,0,217.0382492477048
21909,7,6,4,7,2,474.7954167600761
21910,6,0,5,0,1,231.2580485541707
21911,9,5,6,7,5,907.2353202877316
21912,7,8,3,1,8,677.2326044320769
21913,7,5,7,6,2,459.1804084508677
21914,1,7,5,1,9,322.75530780089576
21915,8,1,0,8,0,553.9231505494379
21916,6,5,7,7,4,377.73318422251765
21917,9,8,6,1,8,1072.9841067995358
21918,6,8,5,5,1,352.31293130151676
21919,6,7,5,8,9,572.1045343614992
21920,0,5,5,1,0,45.80121682991898
21921,3,1,2,7,5,89.66680118248175
21922,2,5,2,0,2,79.95044656878068
21923,0,8,8,1,4,221.67669884149012
21924,6,1,2,9,0,268.56896392201764
21925,1,3,7,3,1,58.02978590680153
21926,4,1,7,6,9,152.8521694959016
21927,5,7,3,6,6,381.6840459780672
21928,6,6,1,4,7,443.7673837982716
21929,4,6,0,9,2,193.44346279316923
21930,7,8,9,3,1,481.63655383677343
21931,5,1,1,5,9,190.5674518162137
21932,9,2,9,0,2,776.8562221232604
21933,6,8,3,9,1,366.6547258268456
21934,5,3,2,4,8,256.3328335673859
21935,9,0,0,0,3,729.8631438830773
21936,8,4,2,7,6,665.3441882235827
21937,2,8,0,0,9,360.1078996045026
21938,1,9,7,5,4,272.9550645805978
21939,0,4,4,9,5,153.70066949231997
21940,5,0,7,8,9,186.0915940112343
21941,4,5,2,6,3,185.5787364912857
21942,0,1,5,0,7,44.833345296663666
21943,3,4,0,1,8,176.15101557447616
21944,6,2,9,7,0,282.54021941481403
21945,9,7,3,4,4,919.6001168174965
21946,2,4,3,6,8,191.14800600012202
21947,0,6,5,8,9,307.2284342876624
21948,6,8,0,0,4,408.78880439238475
21949,7,7,8,8,0,456.94078094636774
21950,1,3,3,5,7,128.79260861958306
21951,9,6,8,3,8,996.96949214515
21952,2,5,9,1,8,225.38625092806853
21953,7,1,0,8,2,392.5096917367111
21954,9,8,4,6,3,931.7831431830842
21955,6,6,0,4,2,320.45833222408027
21956,6,0,2,0,2,222.48996770217377
21957,1,2,6,9,8,132.4767269068608
21958,6,2,1,4,7,299.4444241589279
21959,8,0,9,8,0,579.2546571497289
21960,4,5,9,3,9,311.03928412638976
21961,4,5,1,0,8,252.89467035711488
21962,5,9,3,2,2,297.59838539173677
21963,4,4,4,5,7,229.78227443559788
21964,5,7,4,3,6,369.60729517441354
21965,9,8,9,2,1,862.3989575557764
21966,8,6,1,9,6,740.2293745851902
21967,4,8,1,0,9,419.36666432661286
21968,2,6,9,7,5,226.40355649340398
21969,7,3,0,9,3,433.6373094494165
21970,1,3,4,3,3,73.03067916150741
21971,8,6,0,7,2,631.2189011290492
21972,8,4,6,6,6,672.728197704589
21973,2,7,0,6,7,283.82124646424046
21974,8,4,7,0,9,693.7738125268897
21975,4,0,1,0,0,67.10074423741777
21976,0,2,4,5,5,81.44444467973908
21977,2,5,0,3,6,168.10228005949236
21978,8,0,8,1,0,541.9665262141355
21979,8,5,3,1,0,551.2789858272706
21980,3,9,5,5,3,256.4991619848182
21981,2,3,9,1,0,49.66189279710844
21982,3,9,2,3,4,273.04761773295184
21983,9,5,8,7,5,913.6594448015684
21984,4,9,7,2,3,284.22769144570304
21985,8,2,5,3,7,602.4420364824701
21986,2,5,4,3,9,240.72479827248176
21987,0,0,7,9,6,66.6466853029258
21988,2,7,6,0,0,75.24192193418827
21989,0,4,4,4,3,96.67799700646952
21990,6,2,0,6,5,290.14119461483074
21991,2,3,3,1,4,79.38647978742188
21992,6,3,2,6,0,261.3235717590586
21993,7,5,0,7,8,563.6921913046498
21994,8,0,3,7,3,556.4622222588313
21995,7,2,9,7,6,457.27439785677194
21996,5,9,1,7,2,316.204296060883
21997,6,4,1,4,6,351.37277310371496
21998,2,7,4,7,6,272.0357852958029
21999,5,2,8,0,8,217.71016399092417
22000,8,5,1,2,9,730.4825244415208
22001,0,2,9,8,3,95.22480835615933
22002,6,8,7,8,6,533.4593876998682
22003,8,0,4,6,9,554.8846872160381
22004,7,6,4,0,3,463.3016931332235
22005,3,2,7,3,9,139.05383833684837
22006,1,7,6,0,9,320.7413603440196
22007,8,4,2,5,4,623.322217201718
22008,9,4,9,9,3,865.7242725567656
22009,6,2,3,6,5,299.6340372853331
22010,9,6,0,8,0,805.8172635559803
22011,0,3,4,2,7,115.33854813601232
22012,6,8,6,3,0,313.28080063763315
22013,6,9,4,2,3,427.49549964057496
22014,7,9,7,5,0,470.8536296269513
22015,2,8,7,6,7,347.64438203933
22016,5,6,3,7,2,253.76233711819268
22017,5,7,8,2,4,320.13029792554096
22018,7,3,0,5,8,473.1342510421825
22019,1,3,8,6,3,100.81696144615982
22020,0,3,8,3,6,120.10763845712341
22021,9,4,3,8,4,858.0078574614543
22022,0,0,1,5,0,28.270686972357893
22023,6,3,0,7,4,308.50813024177455
22024,6,4,2,0,6,334.5449293396937
22025,9,3,8,7,4,845.4418497309517
22026,7,3,2,0,2,382.43001501126776
22027,4,0,4,5,5,101.03080523795104
22028,9,8,1,8,0,836.963694698333
22029,8,9,1,6,7,878.8136863586772
22030,2,3,9,1,5,109.02871066237786
22031,4,6,0,6,5,250.35067419871797
22032,8,9,5,9,8,941.3874443034109
22033,8,7,8,5,0,610.9873766142971
22034,7,0,7,0,3,364.5020786023029
22035,3,2,9,1,0,63.27272358535283
22036,3,5,2,7,6,213.431030090415
22037,3,0,1,3,3,45.80668879420489
22038,6,7,9,4,6,480.04848363129094
22039,4,5,7,6,9,320.7676313382381
22040,6,1,5,6,0,262.24909720268835
22041,1,3,0,3,9,133.28320545704284
22042,1,5,5,3,6,176.46165009027766
22043,7,3,0,7,1,399.4031934188918
22044,9,0,7,0,3,750.8781833686039
22045,6,3,4,5,1,274.15895878779236
22046,9,5,9,7,1,836.4115932616538
22047,7,6,0,5,9,620.7426343794889
22048,9,0,6,1,0,752.6399852942188
22049,9,1,7,1,7,784.2035982749926
22050,2,1,4,7,0,56.12745041914876
22051,2,8,6,0,9,378.5464600011214
22052,4,0,9,2,2,101.56774468100426
22053,5,4,9,2,9,322.1279942803386
22054,1,7,4,4,6,250.70959472169488
22055,9,9,0,7,8,1133.4074301771
22056,3,2,6,1,0,54.7740832620711
22057,4,6,6,3,9,349.9258961266475
22058,6,2,3,5,6,302.60926777092595
22059,1,8,6,2,1,125.60576065966062
22060,3,1,3,4,3,69.8403623066314
22061,7,5,2,9,1,439.3420436817639
22062,7,8,6,0,5,585.0916939355261
22063,8,5,8,1,5,666.910185502243
22064,8,6,9,1,9,796.0651454008091
22065,9,6,9,2,9,1018.7117689429282
22066,5,4,0,8,6,277.46729393555694
22067,6,0,5,2,2,241.19826226376662
22068,1,8,4,6,6,299.3721295963675
22069,9,1,0,2,2,748.7369977604128
22070,9,6,3,4,3,866.0552915685054
22071,4,1,7,0,8,118.58449848554312
22072,1,3,9,5,1,74.63794166468296
22073,8,3,3,5,7,639.1907165711308
22074,2,9,9,0,1,152.52133796298568
22075,6,3,6,5,5,328.72418148650786
22076,9,0,9,7,3,791.0364550330657
22077,6,8,7,2,7,535.8879469576301
22078,3,5,5,4,2,127.05766732886363
22079,7,6,5,3,9,625.9074281565361
22080,1,1,2,5,3,45.672232361921274
22081,7,2,6,6,7,451.91348960806744
22082,9,4,0,1,1,766.0866070080393
22083,9,6,1,8,4,904.5427205862443
22084,9,9,2,5,0,841.5768540859157
22085,7,5,1,8,8,571.4456104558752
22086,7,9,8,9,0,493.4697289546507
22087,0,7,2,2,0,65.91169489329029
22088,3,8,6,6,4,267.49395728947906
22089,0,1,6,9,6,88.77880622717458
22090,1,8,5,0,1,112.76627057333468
22091,3,1,6,8,7,114.02828169821679
22092,8,0,6,9,0,575.5949141809347
22093,1,0,7,9,2,67.97563326105212
22094,5,9,1,2,0,219.0631662521526
22095,2,6,7,2,4,171.1629694709624
22096,0,0,0,5,0,25.32205842697785
22097,2,3,1,5,9,153.48452787302458
22098,7,9,2,2,0,440.58394223362006
22099,3,8,2,0,3,193.2817742599383
22100,8,6,6,6,7,764.0912352323351
22101,9,8,7,6,5,1004.434884973614
22102,7,0,9,8,8,410.52486216308466
22103,3,1,1,7,3,78.65783555513843
22104,8,2,1,2,1,537.5389985575075
22105,7,6,7,7,9,651.4997193578379
22106,4,5,8,7,8,308.6133468817716
22107,6,4,7,6,6,379.0096916491139
22108,2,6,7,8,7,273.49059194588074
22109,7,4,5,2,4,448.0648523866057
22110,2,9,4,3,8,404.502464775308
22111,6,3,8,8,6,361.9991737085873
22112,4,2,2,0,3,98.64471017139458
22113,9,5,9,6,3,871.303068312259
22114,1,7,3,5,4,196.55055563555274
22115,8,2,9,0,7,599.9821682357275
22116,5,1,3,3,8,182.28962037669305
22117,0,0,8,8,8,64.78109757051391
22118,2,0,6,9,6,71.0598528598459
22119,3,7,3,1,2,146.41428465261077
22120,2,0,6,3,7,41.77806834729421
22121,8,9,1,0,3,704.2473989619925
22122,7,3,1,7,0,390.98583125112503
22123,7,5,2,0,2,414.2544008394819
22124,3,1,5,9,1,92.52149083620161
22125,6,7,4,5,1,330.0701883042298
22126,8,9,1,4,8,904.7479432981308
22127,8,2,3,2,8,599.5916494099552
22128,1,5,1,1,9,214.3142328435497
22129,5,5,3,8,8,359.08035343738425
22130,6,9,3,0,0,306.73297833365
22131,5,9,0,3,2,293.47128278509086
22132,4,0,4,3,2,91.067647936709
22133,8,6,4,3,5,695.8068168398247
22134,1,2,5,9,4,97.42734433458932
22135,7,3,9,5,9,512.5252798130592
22136,6,3,8,8,5,349.0205845296953
22137,3,8,3,1,0,105.44706795938531
22138,8,8,0,2,1,618.9919049832358
22139,4,2,3,5,8,166.99635571818249
22140,5,6,4,0,7,341.6071702369623
22141,3,9,6,4,7,398.04486296072474
22142,4,7,2,3,5,274.1792585259783
22143,4,0,6,5,8,107.66013688844005
22144,1,5,2,3,7,187.50425266613513
22145,3,7,9,5,0,128.04550032397822
22146,4,4,0,6,7,222.25008581258462
22147,5,1,0,4,2,154.55064414569796
22148,2,8,6,7,2,189.56416794960504
22149,7,1,1,4,1,371.6656291616807
22150,7,7,0,4,1,440.12758227887485
22151,6,3,0,1,3,266.3105396585631
22152,9,1,0,0,3,742.851863651894
22153,8,5,3,8,6,706.0899906310473
22154,8,9,7,9,5,839.3029056719506
22155,6,8,8,2,8,570.4706057235585
22156,0,7,3,9,9,355.7936774799643
22157,5,1,9,4,4,189.42238334654527
22158,1,7,5,9,5,250.40363777097795
22159,6,7,8,6,6,487.5049070452968
22160,9,1,9,2,5,787.1637679694571
22161,3,3,1,3,8,150.9317719184133
22162,6,8,0,9,4,453.38077668724225
22163,1,0,8,6,9,55.62514372633014
22164,2,6,6,5,0,87.18133086320218
22165,1,3,9,9,4,130.26721083872556
22166,8,4,4,9,3,633.2595124829579
22167,7,8,9,2,3,540.0700725329702
22168,7,0,2,8,8,389.57143035852806
22169,9,2,3,0,1,750.5838431138369
22170,9,8,5,4,0,828.9914057462903
22171,5,7,1,5,9,454.33454082601395
22172,5,4,8,8,7,317.30907002691833
22173,4,9,8,1,6,390.15102216823254
22174,9,6,9,4,0,812.7532502421931
22175,3,3,8,0,1,72.03964201452219
22176,7,9,0,0,3,532.5399541933537
22177,6,9,5,6,2,414.93821871900485
22178,8,3,5,6,1,578.9146890025636
22179,3,0,9,3,6,69.21489613885178
22180,3,4,7,4,2,116.39110418600258
22181,1,9,1,2,7,347.259183063329
22182,5,6,8,1,5,310.0253391667198
22183,9,6,9,1,4,893.9282018698137
22184,4,6,3,0,2,157.99993038014608
22185,8,9,5,4,9,952.6008389825997
22186,3,2,2,4,4,89.37757694894438
22187,7,8,1,7,7,669.5100407517691
22188,2,4,1,8,3,115.99765027411901
22189,6,2,7,1,0,246.83211242807243
22190,8,0,7,5,2,558.4761742883895
22191,4,1,4,3,2,100.73104212416555
22192,4,4,3,4,1,125.17846435099294
22193,0,9,0,8,8,409.5175939740666
22194,2,3,6,3,0,50.24900472508405
22195,9,6,3,3,6,933.3463864910552
22196,8,4,5,6,2,605.5469033449357
22197,2,3,2,8,3,99.49706497447882
22198,7,0,3,8,0,392.9182068858537
22199,3,5,1,6,8,245.50352707791163
22200,7,6,9,2,9,632.8059509244687
22201,9,0,6,2,5,757.5774555822371
22202,7,9,5,6,7,721.2099236374893
22203,2,6,0,2,5,174.5704917440593
22204,7,4,9,2,5,476.93396060879496
22205,7,4,2,3,2,412.3575416875552
22206,8,6,7,4,3,661.5577694581385
22207,5,2,6,8,9,259.21566751660447
22208,3,1,6,6,5,96.16135940456785
22209,6,2,0,8,1,268.40162058263223
22210,8,2,9,4,8,627.6037723642975
22211,8,1,5,7,4,579.6793607661267
22212,0,4,0,8,5,136.81826793817427
22213,2,5,4,3,5,160.85284601713585
22214,3,1,8,4,3,84.26995126238097
22215,3,1,1,9,3,88.61182565784168
22216,1,3,0,8,8,146.62923829396266
22217,5,9,5,7,6,472.1873954621961
22218,3,3,1,6,0,69.72927154611095
22219,4,0,2,0,9,70.47156140248991
22220,4,6,8,5,7,317.95750141271
22221,3,7,9,7,1,166.47898796060923
22222,2,9,9,9,9,485.7670415291156
22223,5,2,1,1,5,177.76020155834428
22224,2,7,0,1,8,286.35423383269995
22225,3,5,4,7,7,239.1285548032129
22226,1,5,5,0,8,201.8300889031581
22227,6,1,3,2,9,272.0598232076357
22228,4,8,5,5,0,168.72872436681112
22229,5,3,2,8,1,192.88831524053293
22230,3,6,9,3,6,249.92067241195147
22231,4,3,9,5,0,125.42343537423857
22232,3,4,0,9,3,136.04233555144887
22233,5,9,8,0,6,446.12928671794265
22234,0,9,6,3,4,258.0128203143361
22235,9,3,2,5,5,829.3651366944613
22236,4,0,7,5,4,110.22205066188462
22237,0,3,2,4,2,59.15601460876792
22238,4,1,5,6,3,122.66062358763824
22239,5,7,3,2,2,249.9705164199864
22240,3,7,5,2,0,101.74396688365395
22241,5,8,7,1,2,279.1249922186034
22242,8,5,9,0,7,704.9129888467228
22243,6,0,3,2,9,235.18322281241237
22244,6,4,4,3,0,259.97490150481684
22245,5,4,6,9,3,252.73714695153365
22246,7,4,6,0,8,505.64308016892716
22247,9,1,3,2,8,781.5489840417091
22248,5,9,1,3,4,368.49170764890187
22249,9,4,9,1,2,809.7947989005141
22250,6,4,2,1,6,339.88850094208965
22251,9,5,0,8,9,974.6530019366132
22252,0,7,2,7,4,202.37121459749048
22253,0,6,9,0,1,87.68379723870746
22254,9,4,6,4,9,927.7898783943435
22255,8,3,1,1,1,541.2117991875533
22256,7,5,1,7,5,506.7049070205329
22257,2,3,8,1,2,70.75942500963227
22258,9,2,1,3,1,759.2297942000748
22259,2,6,9,8,0,111.2599375763608
22260,9,7,5,6,5,963.8341860017607
22261,8,1,6,4,5,571.3776339210914
22262,5,0,3,2,5,144.35775788437047
22263,8,4,4,4,4,624.6356748616582
22264,9,1,8,5,6,803.5616150855955
22265,6,3,1,0,4,276.56088717214516
22266,0,1,6,6,4,65.0983637893178
22267,4,0,3,2,8,83.10629398596804
22268,9,6,5,4,8,992.312950085949
22269,8,5,3,9,9,771.6550912661751
22270,7,7,6,1,3,499.2321859478642
22271,7,7,7,3,2,484.5420918759742
22272,1,8,3,6,5,264.3915788901087
